codigo,pelicula,director,genero
eeeeeeeeee,"Girl in the Red Velvet Swing, The",Gerrie Cockrem,Crime|Drama|Romance
eeeeeeeeee,Sittin' on a Backyard Fence,Michel Lammert,(no genres listed)
eeeeeeeeee,"Color Wheel, The",Terri-jo Mushrow,Comedy|Romance
eeeeeeeeee,Keep the Lights On,Leda Hauxley,Drama
eeeeeeeeee,Beautiful Girls,Corty Threlkeld,Comedy|Drama|Romance
eeeeeeeeee,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor)",Melosa Dallin,Crime|Drama|Mystery|Thriller
eeeeeeeeee,Blade,Averil Slesser,Action|Horror|Thriller
eeeeeeeeee,"Lizard, The (Marmoulak)",Kennedy Garnall,Adventure|Comedy|Crime
eeeeeeeeee,Once Upon a Forest,Norby Fancott,Adventure|Animation|Children|Fantasy
eeeeeeeeee,Answer This!,Rickie Farahar,Comedy|Romance
eeeeeeeeee,Claudine,Jeth Stobbs,Drama
eeeeeeeeee,Shopgirl,Benedikt Boyan,Comedy|Drama|Romance
eeeeeeeeee,Con Air,Idette Kemster,Action|Adventure|Thriller
eeeeeeeeee,Running On Karma (Daai Zek Lou),Almeria Bernaciak,Action|Drama|Thriller
eeeeeeeeee,Let's Make Love,Marlo Truce,Comedy|Musical|Romance
eeeeeeeeee,Female Agents (Les femmes de l'ombre),Georgina Henner,Drama|War
eeeeeeeeee,Moon 44,Graig Pendergast,Action|Film-Noir|Sci-Fi|Thriller
eeeeeeeeee,Devil's Pond,Eveleen Ovendon,Drama|Thriller
eeeeeeeeee,When the Cat's Away (Chacun cherche son chat),Edita Sorley,Comedy|Romance
eeeeeeeeee,10 Rillington Place,Alma Gaber,Crime|Drama|Thriller
eeeeeeeeee,50 First Dates,Odille Reihm,Comedy|Romance
eeeeeeeeee,Enon opetukset,Irving Innocent,Comedy|Drama
eeeeeeeeee,"Silence, The (Tystnaden)",Alessandro Kleinber,Drama
eeeeeeeeee,Reversal of Fortune,Eada Gransden,Drama
eeeeeeeeee,Thoroughly Modern Millie,Harriot Fernihough,Comedy|Musical
eeeeeeeeee,"Wood, The",Hally Farbrace,Drama
eeeeeeeeee,Trek Nation,Devlen Couzens,Documentary
eeeeeeeeee,"Very Potter Musical, A",Jedidiah Swarbrigg,Comedy|Musical
eeeeeeeeee,Joan of Arc,Thomasa Tew,Adventure|Drama
eeeeeeeeee,Cloud 9,Lindsey Deniset,Drama|Romance
eeeeeeeeee,Gold Diggers of 1933,Jordanna Ferrero,Musical
eeeeeeeeee,"Topo, El",Tucky Royal,Fantasy|Western
eeeeeeeeee,Final Fantasy: The Spirits Within,Katti Chelley,Adventure|Animation|Fantasy|Sci-Fi
eeeeeeeeee,Airport 1975,Nicolette Franchyonok,Action|Drama|Thriller
eeeeeeeeee,Home Sweet Hell,Holden Thor,Comedy|Drama
eeeeeeeeee,Three Way,Marylin Joburn,Crime|Drama|Thriller
eeeeeeeeee,Cremaster 2,Lorraine Tidbald,Drama
eeeeeeeeee,"Champ, The",Alidia Reckus,Drama
eeeeeeeeee,Drona,Nilson Olivia,Action|Adventure|Fantasy|Musical
eeeeeeeeee,Imagine That,Belle Antonias,Comedy|Drama|Fantasy
eeeeeeeeee,Eloise at the Plaza,Mervin Killough,Children|Comedy|Mystery
eeeeeeeeee,No Mercy (Yongseoneun Eupda),Bidget Gladwin,Thriller
eeeeeeeeee,Biutiful,Cody Bovey,Drama
eeeeeeeeee,Spasmo,Thia Ferencz,Mystery|Thriller
eeeeeeeeee,Parenti serpenti,Diane-marie Struthers,Comedy
eeeeeeeeee,"Shaft, The (a.k.a. Down)",Alix Dabney,Action|Horror|Mystery|Sci-Fi
eeeeeeeeee,Do Fish Do It? (Fickende Fische),Elnora Henken,Drama|Romance
eeeeeeeeee,"Double Life, A",Norah Delacroux,Crime|Drama|Film-Noir
eeeeeeeeee,Flash Gordon's Trip to Mars,Janelle M'Quharg,Action|Sci-Fi
eeeeeeeeee,"Boondock Saints, The",Harmony Sayton,Action|Crime|Drama|Thriller
eeeeeeeeee,"Film Unfinished, A (Shtikat Haarchion)",Tate Pestridge,Documentary|Drama
eeeeeeeeee,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),Parrnell Krates,Drama
eeeeeeeeee,"Iceberg, L'",Emlynne Bosanko,Comedy
eeeeeeeeee,Up in the Wind,Zared McLewd,Comedy
eeeeeeeeee,West of Memphis,Becka Hulstrom,Documentary
eeeeeeeeee,"Prize of Peril, The (Prix du danger, Le)",Torey Millsap,Action|Drama
eeeeeeeeee,All American Orgy (Cummings Farm),Maureene Pipping,Comedy
eeeeeeeeee,"Inconvenient Truth, An",Rosemary Faircliff,Documentary
eeeeeeeeee,Wilde,Corbie Krabbe,Drama
eeeeeeeeee,Sky West and Crooked (Gypsy Girl),Aldridge McMearty,Drama|Romance
eeeeeeeeee,If....,Quincey Urwen,Drama
eeeeeeeeee,Blue Sunshine,Sabrina McMinn,Horror|Thriller
eeeeeeeeee,After the Rain (Ame agaru) ,Berna Bodicam,Action|Drama
eeeeeeeeee,Zen,Aggi Arrell,Drama
eeeeeeeeee,Ghost Dad,Linnet Climer,Comedy|Fantasy
eeeeeeeeee,Card Subject To Change,Reiko Dommett,Documentary
eeeeeeeeee,Phase 7,Carol-jean Bachelor,Comedy|Sci-Fi|Thriller
eeeeeeeeee,Line of Sight,Shel Parsisson,Documentary
eeeeeeeeee,Hella W,Cordelia Hartman,Drama
eeeeeeeeee,Sarah's Key (Elle s'appelait Sarah),Ilene Jansens,Drama
eeeeeeeeee,Baby On Board,Allene Faldo,Comedy
eeeeeeeeee,"Summer Hours (Heure d'été, L')",Marius McMechan,Drama
eeeeeeeeee,Deliver Us from Evil,Sherie Matherson,Documentary
eeeeeeeeee,Nico and Dani (Krámpack),Mead Wiburn,Comedy|Drama|Romance
eeeeeeeeee,Squirm,Agata Rustedge,Horror|Romance
eeeeeeeeee,Vacuum-Cleaner Salesmen (Pölynimurikauppiaat),Annette Farncomb,Documentary
eeeeeeeeee,"Truth About Emanuel, The",Griz Rodenhurst,Drama|Thriller
eeeeeeeeee,"Town is Quiet, The (Ville est tranquille, La)",Howey Crier,Drama
eeeeeeeeee,Puss in Boots (Nagagutsu o haita neko),Merilee Mallinder,Adventure|Animation|Children|Comedy|Fantasy|Romance
eeeeeeeeee,Eddie,Beverlee Nutley,Comedy
eeeeeeeeee,Blind Shaft (Mang jing),Colly Oswald,Drama
eeeeeeeeee,"Boxtrolls, The",Brit Mulligan,Adventure|Animation|Children|Comedy|Fantasy
eeeeeeeeee,"Eagle, The",Candie Kurdani,Adventure|Drama
eeeeeeeeee,"Nameless, The (Los sin nombre)",Shirline Ceresa,Drama|Horror|Mystery
eeeeeeeeee,Someone's Gaze,Ethelin Delahunty,Animation
eeeeeeeeee,Krrish 3,Pavlov Turnpenny,Action|Adventure|Fantasy|Sci-Fi
eeeeeeeeee,Hesher,Georgena Turneaux,Drama
eeeeeeeeee,"Call of the Wild, The",Dorella Guiot,Action|Adventure|Drama|Romance|Western
eeeeeeeeee,Things Change,Lauren Gamett,Comedy
eeeeeeeeee,Budd Boetticher: A Man Can Do That,Rorke Pymar,Documentary
eeeeeeeeee,"African Queen, The",Suzanne Thompkins,Adventure|Comedy|Romance|War
eeeeeeeeee,Boy Meets Girl,Pren Fenby,Comedy|Drama|Romance
eeeeeeeeee,"Cremator, The (Spalovac mrtvol)",Natalina Swaby,Comedy|Drama|Horror|Thriller
eeeeeeeeee,"Railway Man, The",Franni Siberry,Drama
eeeeeeeeee,"Thin Blue Line, The",Zarah Earpe,Documentary
eeeeeeeeee,Leningrad Cowboys Meet Moses,Danny Vinden,Adventure|Comedy
eeeeeeeeee,Murphy's Law,Lauritz Gasnell,Action
eeeeeeeeee,Snug as a Bug (U Pana Boga za piecem),Audy Slograve,Comedy|Drama
eeeeeeeeee,"Last Exorcism Part II, The",Gan Layman,Horror|Thriller
eeeeeeeeee,"Food of the Gods, The",Lauretta Oakeshott,Horror|Sci-Fi
eeeeeeeeee,"Student, The (El estudiante)",Rubi Matushenko,Drama
eeeeeeeeee,Dog Soldiers,Britta Pre,Action|Horror
eeeeeeeeee,King of Kings,Sherrie Blunderfield,Drama
eeeeeeeeee,"Introduction to Physics, An",Orren Meardon,Adventure|Comedy|Documentary|Fantasy
eeeeeeeeee,Jumbo (Billy Rose's Jumbo),Stoddard Phillip,Comedy|Musical|Romance
eeeeeeeeee,Breakaway (Speedy Singhs),Matthew Haworth,Comedy|Drama
eeeeeeeeee,Children of the Decree (Das Experiment 770 - Gebären auf Befehl),Ardella Carmichael,Documentary
eeeeeeeeee,Spinout,Osborne Cantillon,Comedy|Musical
eeeeeeeeee,"Fox and the Hound, The",Tracey Joye,Animation|Children|Drama
eeeeeeeeee,Midnight Man,Cassi Jacmard,Action|Drama|Thriller
eeeeeeeeee,How to Get Ahead in Advertising,Brigitte Eykelhof,Comedy|Fantasy
eeeeeeeeee,"Soul of Bread, The (Ai de mian bao hun)",Davis Pierse,Comedy|Romance
eeeeeeeeee,The Boy in the Mirror,Fawnia Bauchop,Adventure|Children|Drama|Fantasy
eeeeeeeeee,Santitos,Heather Layton,Comedy
eeeeeeeeee,"Milk of Sorrow, The (Teta asustada, La)",Maxim Pauwel,Drama
eeeeeeeeee,Budrus,Dare Hartford,Documentary
eeeeeeeeee,Bloody Angels (1732 Høtten: Marerittet har et postnummer),Tiffy Dann,Thriller
eeeeeeeeee,"Second Civil War, The",Cordula Robotham,Comedy|Drama
eeeeeeeeee,"Strange Case of Angelica, The (O Estranho Caso de Angélica)",Gunter O'Murtagh,Drama
eeeeeeeeee,Body/Cialo,Mayer Absalom,Comedy|Drama|Mystery
eeeeeeeeee,Fahrenhype 9/11,Celinda Alldis,Documentary
eeeeeeeeee,"Minion, The",Shela Shackel,Action|Fantasy|Horror
eeeeeeeeee,Six of a Kind,Tirrell Emeline,Comedy
eeeeeeeeee,"Last Letter, The (La dernière lettre)",Dianemarie Bowker,Drama
eeeeeeeeee,Going Straight,Jodi Beals,Crime|Drama
eeeeeeeeee,Persepolis,Konstanze Edlyn,Animation|Drama
eeeeeeeeee,Sneakers,Bord Clardge,Action|Comedy|Crime|Drama|Sci-Fi
eeeeeeeeee,Drop Dead Gorgeous,Gracie Sawl,Comedy
eeeeeeeeee,Flaming Creatures,Bernadine Willavize,Drama
eeeeeeeeee,Brian's Song,Micheil Sandwich,Drama
eeeeeeeeee,Seven Psychopaths,Nina Lotte,Comedy|Crime
eeeeeeeeee,"Farewell, My Lovely",Fraze Kimberley,Crime|Mystery|Thriller
eeeeeeeeee,Dream (Bi-mong),Yanaton Bartalin,Drama|Fantasy|Mystery|Romance
eeeeeeeeee,Alexander,Sybyl MacKimm,Action|Adventure|Drama|War
eeeeeeeeee,Chasing Christmas,Beryle Devereux,Comedy|Fantasy
eeeeeeeeee,"Eclipse, The",Dasya Kellick,Drama|Horror|Thriller
eeeeeeeeee,Beauty Prize,Simeon Doel,Drama
eeeeeeeeee,Peyton Place,Duncan Crace,Drama|Romance
eeeeeeeeee,Book of Shadows: Blair Witch 2,Merline Driver,Crime|Horror|Mystery|Thriller
eeeeeeeeee,"Abandoned, The",Robbyn Tollemache,Horror|Mystery|Thriller
eeeeeeeeee,Election Day,Flossie Wileman,Documentary
eeeeeeeeee,Swing Kids,Hendrick Casaccio,Drama|War
eeeeeeeeee,Bhutto,Hali Rider,Documentary
eeeeeeeeee,Secretariat,Hermy Magnay,Adventure|Drama
eeeeeeeeee,Reds,Cathy Udy,Drama|Romance
eeeeeeeeee,"Equalizer, The",Tiffanie Pantling,Action|Crime|Thriller
eeeeeeeeee,Meet the Applegates,Julina Winterson,Comedy
eeeeeeeeee,The UFO Incident,Harley Perche,Drama|Romance|Sci-Fi
eeeeeeeeee,"Turandot Project, The",Horatius Cornhill,Documentary
eeeeeeeeee,"Glenn, the Flying Robot",Shepperd Barnsley,Sci-Fi
eeeeeeeeee,Ollin oppivuodet,Nariko Torvey,Drama
eeeeeeeeee,Jonestown: Paradise Lost,Consuela Origin,Documentary
eeeeeeeeee,Battling Butler,Abbi Padgett,Comedy
eeeeeeeeee,"Thing: Terror Takes Shape, The",Anet Pedican,Documentary
eeeeeeeeee,Rugrats in Paris: The Movie,Bernardo Wimpey,Animation|Children|Comedy
eeeeeeeeee,Two Arabian Knights,Samson Crayton,Adventure|Comedy|Romance
eeeeeeeeee,"Star Is Born, A",Tammie Andor,Drama|Musical
eeeeeeeeee,"Bear, The (Ours, L')",Nannette Stidworthy,Adventure|Children|Drama
eeeeeeeeee,From Noon Till Three,Jackie Yakovliv,Comedy|Romance|Western
eeeeeeeeee,What's Your Number?,Melisenda Dedmam,Comedy|Romance
eeeeeeeeee,High Crimes,Elwyn Phillps,Thriller
eeeeeeeeee,"Girl in the Park, The",Tomasine Tilsley,Drama
eeeeeeeeee,"Inkwell, The",Rozella Provest,Comedy|Drama
eeeeeeeeee,Colourful (Karafuru),Trisha Tremberth,Animation|Drama|Fantasy|Mystery
eeeeeeeeee,Evil Dead,Ethelda Heater,Horror
eeeeeeeeee,Private School,Regina Orhtmann,Comedy
eeeeeeeeee,Beautiful Ohio,Carlyle MacCrann,Comedy|Drama
eeeeeeeeee,Girls Town,Chad McKeurtan,Comedy|Drama
eeeeeeeeee,Bukowski: Born into This,Chrystal Labarre,Documentary
eeeeeeeeee,My Grandfather's People (Dedemin insanlari),Archambault Springthorpe,Comedy|Drama
eeeeeeeeee,Last Stand At Saber River,Kacey Abramovitz,Western
eeeeeeeeee,"Messengers, The",Gradey Westcot,Drama|Horror|Thriller
eeeeeeeeee,Stranger on the Third Floor,Sheelagh Alkins,Drama|Film-Noir
eeeeeeeeee,Where Is the Friend's Home? (Where Is My Friend's House?) (Khane-ye doust kodjast?),Concettina Brakewell,Drama
eeeeeeeeee,Stage Door,Pammie Beausang,Drama
eeeeeeeeee,2:37,Nathan Quinlan,Drama
eeeeeeeeee,"Snowtown (Snowtown Murders, The)",Romonda Le Grove,Crime|Drama|Thriller
eeeeeeeeee,"Waiting Room, The",Krissy Blague,Documentary
eeeeeeeeee,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The)",Giusto Donaghie,Drama
eeeeeeeeee,"Return of Jafar, The",Lura Hailey,Adventure|Animation|Children|Fantasy|Musical|Romance
eeeeeeeeee,Unmade Beds,Jessie Emson,Comedy|Drama
eeeeeeeeee,Jim Gaffigan: Mr. Universe,Peterus McGovern,Comedy
eeeeeeeeee,Radio,Harlin Blasing,Drama
eeeeeeeeee,Sebastian Maniscalco: What's Wrong with People?,Audie Fairy,Comedy
eeeeeeeeee,Summer Holiday,Clayborne Carnalan,Musical
eeeeeeeeee,Hen Hop,Clemence Djekic,Animation
eeeeeeeeee,"Rainmaker, The",Emmerich Oglethorpe,Drama
eeeeeeeeee,Hallam Foe (Mister Foe),Moselle Taffurelli,Drama|Romance
eeeeeeeeee,"Birds, The",Tracie Aingel,Horror|Thriller
eeeeeeeeee,Zeitgeist: Moving Forward,Torrie Uff,Documentary
eeeeeeeeee,Metalhead (Málmhaus),Abbot Basey,Drama
eeeeeeeeee,Blood for Dracula (Andy Warhol's Dracula),Christian Quantrill,Horror
eeeeeeeeee,Zaza,Meryl Feuell,Drama
eeeeeeeeee,"Chase, The",Raychel Trevon,Action|Adventure|Comedy|Crime|Romance|Thriller
eeeeeeeeee,Cold in July,Hirsch Comolli,Drama|Thriller
eeeeeeeeee,Summer Holiday,Nicolas Dubock,Musical
eeeeeeeeee,Clone (Womb),Rossie Shailer,Drama|Romance|Sci-Fi
eeeeeeeeee,A mí las mujeres ni fu ni fa,Antin Paulat,Comedy|Musical
eeeeeeeeee,Dark Victory,Tabbitha Salomon,Drama|Romance
eeeeeeeeee,Henry,Tiebout Doull,Comedy
eeeeeeeeee,"Oversimplification of Her Beauty, An",Mirabella Ramlot,Animation|Comedy|Drama|Romance
eeeeeeeeee,The Facts of Murder,Elroy California,Crime|Drama
eeeeeeeeee,Crimetime,Cal Mabbett,Thriller
eeeeeeeeee,Nina Frisk,Sandra Serjent,Comedy|Drama
eeeeeeeeee,American Friends,Ninnette Really,Drama|Romance
eeeeeeeeee,"Day, The",Bette Wildsmith,Drama|Sci-Fi|Thriller
eeeeeeeeee,Honeymoon,Yetty Curteis,Horror
eeeeeeeeee,What A Man,Ulla Masden,Comedy|Romance
eeeeeeeeee,Marvin's Room,Kalinda Dilrew,Drama
eeeeeeeeee,Mystery Date,Otha Avrahamy,Comedy
eeeeeeeeee,Sharktopus,Hort Carpmile,Action|Horror|Sci-Fi
eeeeeeeeee,Marmaduke,Donal Foyle,Comedy
eeeeeeeeee,"Along the Great Divide (Travelers, The)",Charmane Rizzo,Adventure|Romance|Western
eeeeeeeeee,Cube Zero,Reeba Ricardon,Horror|Mystery|Sci-Fi|Thriller
eeeeeeeeee,"Lady with the Dog, The (Dama s sobachkoy)",Baily Feltoe,Drama|Romance
eeeeeeeeee,"Dark Hours, The",Rosemarie Tynnan,Horror|Thriller
eeeeeeeeee,Shackleton's Antarctic Adventure,Cybill Torricina,Documentary|IMAX
eeeeeeeeee,Caótica Ana,Myrtice Hatchman,Comedy|Drama|Mystery|Romance
eeeeeeeeee,"Man There Was, A (Terje Vigen)",Tresa Nesterov,Drama
eeeeeeeeee,Harry Potter and the Deathly Hallows: Part 2,Jacynth Player,Action|Adventure|Drama|Fantasy|Mystery|IMAX
eeeeeeeeee,Bottled Up,Marve Crole,Comedy|Drama
eeeeeeeeee,All or Nothing,Wilden Parncutt,Drama
eeeeeeeeee,Double Happiness,Rhody Calley,Drama
eeeeeeeeee,The Spiritual Boxer,Ilise Chessel,Action|Comedy|Drama
eeeeeeeeee,Boy Meets Girl,Daven Lewton,Comedy
eeeeeeeeee,I aionia epistrofi tou Antoni Paraskeva,Franchot Eller,Drama
eeeeeeeeee,The Magnificent Gladiator,Rozanna Antoszewski,Action|Adventure|Drama
eeeeeeeeee,Michael,Emery Wybourne,Drama|Thriller
eeeeeeeeee,Coffee and Cigarettes,Morse Warricker,Comedy|Drama
eeeeeeeeee,Soap Girl,Jeralee Masurel,Drama|Romance
eeeeeeeeee,The Amazing Spider-Man 2,Darda Kenworthy,Action|Sci-Fi|IMAX
eeeeeeeeee,Once Upon a Time in Shanghai,Dre Trevance,Crime
eeeeeeeeee,Wagon Master,Ann Wyllie,Western
eeeeeeeeee,State of the Union,Demeter Steeden,Comedy|Drama
eeeeeeeeee,Faith Like Potatoes,Faythe Searston,Drama
eeeeeeeeee,So Proudly We Hail!,Dominick Mence,Drama|Romance|War
eeeeeeeeee,Boudu Saved From Drowning (Boudu sauvé des eaux),Clarine Zorzini,Comedy
eeeeeeeeee,Israeli Intelligence (Hamosad Hasagur),Elise Aslett,Action|Comedy
eeeeeeeeee,RiP: A Remix Manifesto,Joellen Duckinfield,Documentary
eeeeeeeeee,Silent Wedding (Nunta Muta),Cammi Robey,Comedy|Drama
eeeeeeeeee,Ong-Bak 3: The Final Battle (Ong Bak 3),Rolf Kimmel,Action
eeeeeeeeee,Blue Ruin,Bucky Judron,Thriller
eeeeeeeeee,"Perfect Couple, A",Crystie Leivers,Comedy|Romance
eeeeeeeeee,Beauty and the Bastard (Tyttö sinä olet tähti),Jedediah Dericut,Drama|Musical|Romance
eeeeeeeeee,Summertime,Vincent Douce,Drama|Romance
eeeeeeeeee,Killers,Ruthi Athey,Action|Comedy
eeeeeeeeee,Rosewater,Faun Persent,Drama
eeeeeeeeee,Black Orpheus (Orfeu Negro),Celene Excell,Drama|Romance
eeeeeeeeee,Fear Me Not (Den du frygter),Melicent Mence,Drama|Thriller
eeeeeeeeee,Gigantic (A Tale of Two Johns),Leah Borrett,Documentary
eeeeeeeeee,Between Two Worlds,Lilith Klaesson,Action|Adventure|Drama|Fantasy|Mystery
eeeeeeeeee,The Package,Raddy Nunson,Action
eeeeeeeeee,Perched on a Tree (Sur un arbre perché),Lindsy Bendixen,Comedy
eeeeeeeeee,"Paralyzing Fear: The Story of Polio in America, A",Jobye McVeighty,Documentary
eeeeeeeeee,Jack the Giant Slayer,Lolita Cunney,Adventure|Fantasy|IMAX
eeeeeeeeee,Frost/Nixon,Templeton Penner,Drama
eeeeeeeeee,Run Sister Run!,Reid Tschirasche,Drama
eeeeeeeeee,Crossing Delancey,Sandor Monini,Comedy|Romance
eeeeeeeeee,Bullies,Rudyard Lindwasser,Action|Drama|Thriller
eeeeeeeeee,Bertsolari,Flossy Pipes,Documentary
eeeeeeeeee,"Land Before Time II: The Great Valley Adventure, The",Ashton Croydon,Adventure|Animation|Children|Musical
eeeeeeeeee,Why Man Creates,Veronique Treleaven,Animation|Documentary
eeeeeeeeee,Vidal Sassoon: The Movie,Morganica Mathiassen,Documentary
eeeeeeeeee,"Marva Collins Story, The",Lonnie Knewstubb,Documentary|Drama
eeeeeeeeee,Sixpack (Pussikaljaelokuva),Gerardo Sheara,Comedy|Drama
eeeeeeeeee,Happy Tears,Duke Formigli,Comedy|Drama
eeeeeeeeee,"Nun, The (La religieuse)",Chlo Pinchon,Drama
eeeeeeeeee,Aces High,Jae Breakspear,Action|Drama|War
eeeeeeeeee,Empire State,Herculie Castledine,Action|Drama
eeeeeeeeee,Wrongfully Accused,Rene Lambersen,Action|Comedy
eeeeeeeeee,"Curse of Frankenstein, The",Johannah Vickarman,Horror
eeeeeeeeee,Loverboy,Felicia Crinidge,Comedy
eeeeeeeeee,Aquamarine,Weider De Domenico,Children|Comedy|Fantasy
eeeeeeeeee,"American Nightmare, The",Nessy Skep,Documentary
eeeeeeeeee,Glitterbug,Lexy Rolph,(no genres listed)
eeeeeeeeee,Beginning of an Unknown Era (Nachalo nevedomogo veka),Eugene Jaeggi,Drama
eeeeeeeeee,Jamilya,Baryram Rosenthal,Drama|Romance|War
eeeeeeeeee,Barefoot Gen 2 (Hadashi no Gen II),Nichol Busek,Animation|Drama|War
eeeeeeeeee,This Is the Night,Raymund Jertz,Comedy
eeeeeeeeee,"In-Laws, The",Milicent Lawling,Comedy
eeeeeeeeee,Moulin Rouge,Libbi Spivey,Drama
eeeeeeeeee,Polite People (Kurteist fólk),Jemmie Rich,Comedy|Drama
eeeeeeeeee,Electile Dysfunction,Ransom Matteuzzi,Documentary
eeeeeeeeee,"Party, The",Staford Lovegrove,Comedy
eeeeeeeeee,Long Hello and Short Goodbye,Maryellen Matteris,Comedy|Thriller
eeeeeeeeee,Blended,Euphemia Duker,Comedy
eeeeeeeeee,The Raid: Redemption,Gwenneth Jerok,Action|Crime
eeeeeeeeee,Legal Eagles,Billie Braghini,Comedy|Crime|Romance
eeeeeeeeee,Life On A String (Bian chang Bian Zou),Sondra Gooms,Adventure|Drama|Fantasy|Musical
eeeeeeeeee,Dogtown and Z-Boyz,Claudio Twiddell,Documentary
eeeeeeeeee,Elle: A Modern Cinderella Tale,Reynard Issacoff,Children|Drama|Fantasy|Sci-Fi
eeeeeeeeee,I Give It a Year,Durand Duer,Comedy|Romance
eeeeeeeeee,"Cat and the Canary, The",Glenna Cranham,Horror|Mystery
eeeeeeeeee,"Reivers, The",Carlynne McArdell,Comedy|Drama
eeeeeeeeee,Werner - Volles Rooäää,Emelia Hewes,Animation|Comedy
eeeeeeeeee,Exit Wounds,Michele Bullent,Action|Thriller
eeeeeeeeee,"Monkey's Teeth (Dents du singe, Les)",Pierette Hands,Animation
eeeeeeeeee,Spanish Fly,Denney Hopkynson,Drama
eeeeeeeeee,"My Brother's Wife (Mujer de mi hermano, La)",Leroy Boater,Drama
eeeeeeeeee,In the Hands of the Gods,Mathian Burley,Documentary
eeeeeeeeee,"Hunters, The",Ronnie Levine,Drama|War
eeeeeeeeee,"Deadly Trap, The (La maison sous les arbres)",Samantha Frane,Drama|Mystery
eeeeeeeeee,Gold Diggers of 1933,Lyon Filewood,Musical
eeeeeeeeee,"Proud Valley, The",Bron Rodenborch,Drama
eeeeeeeeee,Secrets of Eden,Chandler Bishop,Drama|Mystery|Thriller
eeeeeeeeee,Jesus' Son,Coraline Gallymore,Drama
eeeeeeeeee,Back to Bataan,Colas Daniau,Drama|War
eeeeeeeeee,American Friends,Quincey Sirmon,Drama|Romance
eeeeeeeeee,"Taming of the Shrew, The",Adrienne Proger,Comedy
eeeeeeeeee,Days of Heaven,Garek Shaddock,Drama
eeeeeeeeee,Dragon Ball Z: Wrath of the Dragon (Doragon bôru Z 13: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru),Cammie Sterricks,Action|Adventure|Animation
eeeeeeeeee,Les hautes solitudes,Tuesday Matijevic,(no genres listed)
eeeeeeeeee,"Krays, The",Rutger McAteer,Drama
eeeeeeeeee,The Stone Council,Sheffy Toby,Adventure|Crime|Drama|Fantasy|Mystery|Thriller
eeeeeeeeee,"Cellar, The (Huset vid vägens ände)",Anallese Pfeffer,Horror|Thriller
eeeeeeeeee,Bloodfist,Fleur Nobriga,Action
eeeeeeeeee,Frankenstein Unbound,Kaiser Heinemann,Drama|Horror|Sci-Fi
eeeeeeeeee,"My Son, My Son, What Have Ye Done",Waneta Rome,Drama|Horror
eeeeeeeeee,"Grand Seduction, The",Bronnie Duxbarry,Comedy
eeeeeeeeee,Phenomenon,Geoffry Eplate,Drama|Romance
eeeeeeeeee,"Gabby Douglas Story, The",Pauletta Mandal,Drama
eeeeeeeeee,Cujo,Gottfried Scamerden,Horror|Thriller
eeeeeeeeee,Two if by Sea,Manny Caskey,Comedy|Romance
eeeeeeeeee,Pontypool,Imelda Swiffin,Horror|Thriller
eeeeeeeeee,Vito,Rora Boate,Documentary
eeeeeeeeee,Carnival in Flanders (La kermesse héroïque),Lyell Byrd,Comedy|Romance
eeeeeeeeee,"Hippie Revolution, The",Sharline McGennis,Documentary
eeeeeeeeee,Alexander Nevsky (Aleksandr Nevskiy),Sharon Vagg,Action|Drama|War
eeeeeeeeee,Daddy Long Legs,Bambi Doblin,Comedy|Drama
eeeeeeeeee,T.N.T.,Kyle Schulz,Action
eeeeeeeeee,Gunbuster (Top wo Narae),Alfie Emanson,Action|Animation|Drama|Sci-Fi
eeeeeeeeee,"South Park: Bigger, Longer and Uncut",Bank O'Doherty,Animation|Comedy|Musical
eeeeeeeeee,Pork Chop Hill,Kimberlyn Scarsbrooke,War
eeeeeeeeee,Nuts,Goldie Clever,Drama
eeeeeeeeee,Better Housekeeping (a.k.a. Good Housekeeping),Shea Kenafaque,Comedy|Drama
eeeeeeeeee,Général Idi Amin Dada: A Self Portrait (Général Idi Amin Dada: Autoportrait),Shayne Hiscocks,Documentary|War
eeeeeeeeee,"Truce, The (a.k.a. La Tregua)",Christel Villalta,Drama
eeeeeeeeee,Tyler Perry's I Can Do Bad All by Myself,Pippa Hanby,Comedy|Drama
eeeeeeeeee,Leatherheads,Will Swetenham,Comedy|Drama|Romance
eeeeeeeeee,"Matriarch, The (Lieksa!)",Jany Parsand,Comedy|Drama|Romance
eeeeeeeeee,Wish Upon a Star,Saxon Higginbottam,Comedy
eeeeeeeeee,"Alibi, The (Lies and Alibis)",Gordon Spry,Comedy|Drama|Romance
eeeeeeeeee,Lammbock,Eustace Winckworth,Comedy
eeeeeeeeee,"Earth Trembles, The (Terra trema: Episodio del mare, La)",Merrill Krysiak,Drama
eeeeeeeeee,Calamari Union,Natka Wallbrook,Comedy
eeeeeeeeee,Nightmares in Red White & Blue: The Evolution of the American Horror Film,Tandie Batcheldor,Documentary|Horror
eeeeeeeeee,Talk Radio,Cathryn Gwioneth,Drama
eeeeeeeeee,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das)",Mandel Audley,Crime|Fantasy|Horror
eeeeeeeeee,Süperseks,Michel Swannie,Comedy
eeeeeeeeee,D.E.B.S.,Cass Bergin,Action|Comedy
